Order State,Department Name,Product Name,Product Price,Order Item Discount,Order Item Quantity,Order Item Total,Order Profit Per Order,Days for shipment (scheduled),Days for shipping (real),Delivery Status
Victoria,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,5.199999809,1,124.7900009,42.18000031,2,4,Late delivery
Queensland,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,7.150000095,1,122.8399963,32.31000137,2,3,Late delivery
Queensland,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,9.100000381,1,120.8899994,-132.9799957,2,3,Late delivery
Victoria,Apparel,Summer dresses,215.8200073,19.42000008,1,196.3999939,24.549999239999998,2,2,Shipping on time
Queensland,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,15.600000380000001,1,114.3899994,54.90999985,2,2,Shipping on time
Victoria,Apparel,Perfect Fitness Perfect Rip Deck,59.99000168,7.800000191,1,52.18999863,2.609999895,2,4,Late delivery
Victoria,Golf,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,2.799999952,1,37.18999863,3.720000029,2,4,Late delivery
New South Wales,Fan Shop,Diamondback Women's Serene Classic Comfort Bi,299.980011,12,1,287.980011,138.2299957,2,3,Late delivery
Queensland,Fan Shop,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,22,1,377.980011,-47.25,2,3,Late delivery
Queensland,Fan Shop,Diamondback Women's Serene Classic Comfort Bi,299.980011,21,1,278.980011,69.75,2,2,Shipping on time
Australian Capital Territory,Footwear,Nike Men's Free 5.0+ Running Shoe,99.98999786,2,2,197.9799957,47.11999893,2,6,Late delivery
Western Australia,Footwear,Nike Men's Free 5.0+ Running Shoe,99.98999786,18,2,181.9799957,40.40000153,2,2,Shipping on time
New South Wales,Footwear,Nike Men's Free 5.0+ Running Shoe,99.98999786,26,2,173.9799957,-269.6700134,2,4,Late delivery
Northern Territory,Apparel,Perfect Fitness Perfect Rip Deck,59.99000168,3.5999999049999998,2,116.3799973,-1.279999971,2,5,Late delivery
Victoria,Apparel,Perfect Fitness Perfect Rip Deck,59.99000168,8.399999619,2,111.5800018,12.27000046,2,6,Late delivery
New South Wales,Golf,Nike Men's Dri-FIT Victory Golf Polo,50,15,2,85,27.62999916,2,4,Late delivery
New South Wales,Golf,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,12.80000019,2,67.18000031,32.25,2,2,Shipping on time
Australian Capital Territory,Golf,Nike Men's Dri-FIT Victory Golf Polo,50,16,2,84,-18.89999962,2,3,Late delivery
Queensland,Golf,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,20,2,59.99000168,9,2,6,Late delivery
Victoria,Outdoors,Glove It Imperial Golf Towel,15.98999977,4.800000191,2,27.18000031,7.8800001140000004,2,5,Late delivery
Queensland,Footwear,Nike Men's Free 5.0+ Running Shoe,99.98999786,12,3,287.9700012,97.33000183,2,3,Late delivery
Victoria,Footwear,Nike Men's Free 5.0+ Running Shoe,99.98999786,12,3,287.9700012,16.98999977,2,6,Late delivery
New South Wales,Footwear,Under Armour Women's Ignite Slide,31.98999977,9.600000381,3,86.37000275,-75.58000183,2,5,Late delivery
New South Wales,Footwear,Nike Men's Free 5.0+ Running Shoe,99.98999786,50.99000168,3,248.9799957,34.86000061,2,6,Late delivery
New South Wales,Footwear,Nike Men's Free 5.0+ Running Shoe,99.98999786,59.99000168,3,239.9799957,21.12000084,2,2,Shipping on time
Australian Capital Territory,Apparel,Perfect Fitness Perfect Rip Deck,59.99000168,18,3,161.9700012,-118.7300034,2,6,Late delivery
South Australia,Apparel,Perfect Fitness Perfect Rip Deck,59.99000168,28.799999239999998,3,151.1699982,24.63999939,2,3,Late delivery
Northern Territory,Golf,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,3,119.9700012,-171.9199982,2,5,Late delivery
New South Wales,Golf,Nike Men's Dri-FIT Victory Golf Polo,50,24,3,126,6.300000191,2,2,Shipping on time
Victoria,Golf,Nike Men's Dri-FIT Victory Golf Polo,50,19.5,3,130.5,63.95000076,2,4,Late delivery
South Australia,Footwear,Nike Men's Free 5.0+ Running Shoe,99.98999786,67.98999786,4,331.9700012,-20.90999985,2,3,Late delivery
South Australia,Apparel,Perfect Fitness Perfect Rip Deck,59.99000168,12,4,227.9600067,77.51000214,2,5,Late delivery
South Australia,Apparel,Perfect Fitness Perfect Rip Deck,59.99000168,16.799999239999998,4,223.1600037,-580.2199707,2,2,Shipping on time
Western Australia,Apparel,Perfect Fitness Perfect Rip Deck,59.99000168,38.38999939,4,201.5700073,-14.31000042,2,2,Shipping on time
New South Wales,Golf,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,8,4,151.9600067,41.02999878,2,5,Late delivery
New South Wales,Golf,Nike Men's Dri-FIT Victory Golf Polo,50,26,4,174,80.04000092,2,2,Shipping on time
Tasmania,Outdoors,Titleist Pro V1x High Numbers Personalized Go,51.99000168,27.03000069,4,180.9299927,85.02999878,2,2,Shipping on time
New South Wales,Footwear,Under Armour Kids' Mercenary Slide,27.98999977,2.24000001,4,109.7200012,-87.77999878,2,3,Late delivery
Victoria,Outdoors,Team Golf St. Louis Cardinals Putter Grip,24.98999977,9,4,90.95999908,-17.37000084,2,4,Late delivery
South Australia,Footwear,Nike Men's Free 5.0+ Running Shoe,99.98999786,20,5,479.9500122,-119.9899979,2,5,Late delivery
New South Wales,Footwear,Nike Men's Free 5.0+ Running Shoe,99.98999786,50,5,449.9599915,129.5899963,2,3,Late delivery
Western Australia,Footwear,Under Armour Women's Micro G Skulpt Running S,54.97000122,54.97000122,5,219.8800049,27.48999977,2,5,Late delivery
New South Wales,Apparel,Perfect Fitness Perfect Rip Deck,59.99000168,44.99000168,5,254.9600067,56.09000015,2,2,Shipping on time
Victoria,Golf,Nike Men's Dri-FIT Victory Golf Polo,50,0,5,250,28.25,2,6,Late delivery
Queensland,Golf,Nike Men's Dri-FIT Victory Golf Polo,50,2.5,5,247.5,52.72000122,2,5,Late delivery
New South Wales,Golf,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,10,5,189.9499969,68.94999695,2,5,Late delivery
New South Wales,Golf,Nike Men's Dri-FIT Victory Golf Polo,50,12.5,5,237.5,-64.36000061,2,6,Late delivery
South Australia,Golf,Nike Men's Dri-FIT Victory Golf Polo,50,37.5,5,212.5,-361.25,2,3,Late delivery
Northern Territory,Golf,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,39.99000168,5,159.9600067,-111.9700012,2,5,Late delivery
Victoria,Golf,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,8,5,191.9499969,92.13999939,2,4,Late delivery
New South Wales,Outdoors,LIJA Women's Eyelet Sleeveless Golf Polo,65,16.25,5,308.75,100.3399963,2,2,Shipping on time
New South Wales,Outdoors,LIJA Women's Eyelet Sleeveless Golf Polo,65,16.89999962,2,113.0999985,54.29000092,2,5,Late delivery
Queensland,Outdoors,LIJA Women's Eyelet Sleeveless Golf Polo,65,31.200000760000002,3,163.8000031,49.13999939,4,6,Late delivery
South Australia,Outdoors,LIJA Women's Eyelet Sleeveless Golf Polo,65,46.79999924,4,213.1999969,-564.9799805,2,4,Late delivery
Queensland,Outdoors,LIJA Women's Eyelet Sleeveless Golf Polo,65,52,4,208,101.9199982,0,0,Shipping on time
Queensland,Outdoors,LIJA Women's Eyelet Sleeveless Golf Polo,65,22.75,5,302.25,142.0599976,2,5,Late delivery
Tasmania,Outdoors,LIJA Women's Eyelet Sleeveless Golf Polo,65,7.800000191,4,252.1999969,118.5299988,4,5,Late delivery
Queensland,Outdoors,Top Flite Women's 2014 XL Hybrid,19.98999977,1.200000048,3,58.77000046,19.97999954,2,3,Late delivery
Western Australia,Outdoors,Top Flite Women's 2014 XL Hybrid,19.98999977,2,5,97.94999695,38.20000076,2,2,Shipping on time
Australian Capital Territory,Outdoors,Top Flite Women's 2014 XL Hybrid,19.98999977,0.800000012,1,19.19000053,2.170000076,1,2,Late delivery
Australian Capital Territory,Outdoors,Top Flite Women's 2014 XL Hybrid,19.98999977,9,3,50.97000122,14.27000046,2,3,Late delivery
Victoria,Outdoors,Top Flite Women's 2014 XL Hybrid,19.98999977,5.5,5,94.44999695,28.34000015,4,2,Advance shipping
New South Wales,Outdoors,Top Flite Women's 2014 XL Hybrid,19.98999977,1.600000024,2,38.38000107,-61.40999985,4,3,Advance shipping
New South Wales,Outdoors,Top Flite Women's 2014 XL Hybrid,19.98999977,0,1,19.98999977,6,0,1,Late delivery
New South Wales,Outdoors,Top Flite Women's 2014 XL Hybrid,19.98999977,2.799999952,2,37.18000031,-29,4,5,Late delivery
Queensland,Outdoors,Top Flite Women's 2014 XL Hybrid,19.98999977,4.800000191,2,35.18000031,15.82999992,4,2,Advance shipping
New South Wales,Outdoors,Top Flite Women's 2014 XL Hybrid,19.98999977,6,3,53.97000122,19.59000015,0,0,Shipping canceled
Western Australia,Outdoors,Top Flite Women's 2014 XL Hybrid,19.98999977,9.600000381,3,50.36999893,18.12999916,4,3,Advance shipping
South Australia,Outdoors,Top Flite Women's 2014 XL Hybrid,19.98999977,2.4000000950000002,1,17.59000015,5.510000229,4,3,Advance shipping
Western Australia,Outdoors,Top Flite Women's 2014 XL Hybrid,19.98999977,3,1,16.98999977,4.929999828,2,6,Late delivery
Victoria,Outdoors,Top Flite Women's 2014 XL Hybrid,19.98999977,0.800000012,4,79.16000366,-55.40999985,4,3,Advance shipping
South Australia,Outdoors,Top Flite Women's 2014 XL Hybrid,19.98999977,2.4000000950000002,4,77.55999756,10.85999966,4,4,Shipping on time
Victoria,Outdoors,Top Flite Women's 2014 XL Hybrid,19.98999977,4,1,15.98999977,7.519999981,4,3,Advance shipping
New South Wales,Fan Shop,Toys,11.53999996,0.810000002,1,10.72999954,3.220000029,2,5,Late delivery
New South Wales,Fan Shop,Toys,11.53999996,1.039999962,1,10.5,2.9400000570000002,4,4,Shipping on time
New South Wales,Fan Shop,Toys,11.53999996,1.149999976,1,10.39000034,-1.169999957,4,3,Advance shipping
New South Wales,Fan Shop,Toys,11.53999996,1.379999995,1,10.15999985,2.74000001,4,2,Advance shipping
New South Wales,Fan Shop,Toys,11.53999996,1.5,1,10.03999996,2.8099999429999998,4,6,Late delivery
New South Wales,Fan Shop,Toys,11.53999996,1.730000019,1,9.81000042,1.570000052,4,5,Late delivery
New South Wales,Fan Shop,Toys,11.53999996,1.850000024,1,9.68999958,1.070000052,4,4,Shipping on time
New South Wales,Fan Shop,Toys,11.53999996,1.960000038,1,9.5799999239999991,2.869999886,4,3,Advance shipping
New South Wales,Fan Shop,Toys,11.53999996,0.629999995,1,10.90999985,2.420000076,4,3,Advance shipping
New South Wales,Fan Shop,Toys,11.53999996,0.629999995,1,10.90999985,5.340000153,4,5,Late delivery
New South Wales,Fan Shop,Toys,11.53999996,0.810000002,1,10.72999954,5.150000095,4,4,Shipping on time
New South Wales,Fan Shop,Toys,11.53999996,1.149999976,1,10.39000034,0.140000001,4,4,Shipping on time
New South Wales,Fan Shop,Toys,11.53999996,1.379999995,1,10.15999985,4.159999847,4,3,Advance shipping
New South Wales,Fan Shop,Toys,11.53999996,1.5,1,10.03999996,2.710000038,4,2,Advance shipping
New South Wales,Fan Shop,Toys,11.53999996,1.730000019,1,9.81000042,0.860000014,4,6,Late delivery
New South Wales,Fan Shop,Toys,11.53999996,1.850000024,1,9.68999958,1.580000043,4,5,Late delivery
South Australia,Fan Shop,Toys,11.53999996,1.149999976,1,10.39000034,2.700000048,4,6,Late delivery
South Australia,Fan Shop,Toys,11.53999996,1.379999995,1,10.15999985,4.8699998859999996,4,5,Late delivery
South Australia,Fan Shop,Toys,11.53999996,1.5,1,10.03999996,4.71999979,1,2,Late delivery
South Australia,Fan Shop,Toys,11.53999996,1.730000019,1,9.81000042,3.319999933,0,0,Shipping on time
Queensland,Fan Shop,Toys,11.53999996,0.349999994,1,11.18999958,0.839999974,4,4,Shipping on time
Queensland,Fan Shop,Toys,11.53999996,0.460000008,1,11.07999992,5.2100000380000004,4,3,Advance shipping
Queensland,Fan Shop,Toys,11.53999996,0.579999983,1,10.96000004,0.550000012,2,2,Shipping on time
Queensland,Fan Shop,Toys,11.53999996,0.629999995,1,10.90999985,4.909999847,2,6,Late delivery
Queensland,Fan Shop,Toys,11.53999996,0.810000002,1,10.72999954,5.3699998859999996,4,5,Late delivery
Northern Territory,Fan Shop,Toys,11.53999996,1.379999995,1,10.15999985,2.839999914,4,2,Advance shipping
Northern Territory,Fan Shop,Toys,11.53999996,1.5,1,10.03999996,-0.430000007,4,6,Late delivery
Victoria,Fan Shop,Toys,11.53999996,2.079999924,1,9.460000038,-2.369999886,0,0,Shipping on time
New South Wales,Fan Shop,Toys,11.53999996,0.460000008,1,11.07999992,5.2100000380000004,4,5,Late delivery
New South Wales,Fan Shop,Toys,11.53999996,0.579999983,1,10.96000004,5.150000095,4,4,Shipping on time
Queensland,Fan Shop,Toys,11.53999996,1.149999976,1,10.39000034,1.169999957,2,5,Late delivery
Queensland,Fan Shop,Toys,11.53999996,1.379999995,1,10.15999985,2.74000001,2,4,Late delivery
Queensland,Fan Shop,Toys,11.53999996,1.5,1,10.03999996,4.71999979,4,3,Advance shipping
Queensland,Fan Shop,Toys,11.53999996,1.960000038,1,9.5799999239999991,3.109999895,4,5,Late delivery
Queensland,Fan Shop,Toys,11.53999996,0.629999995,1,10.90999985,4.46999979,4,5,Late delivery
New South Wales,Fan Shop,Toys,11.53999996,1.960000038,1,9.5799999239999991,2.49000001,1,2,Late delivery
New South Wales,Fan Shop,Toys,11.53999996,2.079999924,1,9.460000038,-0.469999999,2,6,Late delivery
New South Wales,Fan Shop,Toys,11.53999996,1.960000038,1,9.5799999239999991,1.049999952,1,2,Late delivery
New South Wales,Fan Shop,Toys,11.53999996,2.079999924,1,9.460000038,2.369999886,4,3,Advance shipping
New South Wales,Fan Shop,Toys,11.53999996,2.3099999429999998,1,9.229999542,4.429999828,4,2,Shipping canceled
Queensland,Fan Shop,Toys,11.53999996,0.629999995,1,10.90999985,3.410000086,2,4,Late delivery
Queensland,Fan Shop,Toys,11.53999996,0.810000002,1,10.72999954,-3.75999999,2,3,Late delivery
Queensland,Fan Shop,Toys,11.53999996,1.039999962,1,10.5,3.1500000950000002,1,2,Late delivery
New South Wales,Fan Shop,Toys,11.53999996,0.119999997,1,11.42000008,2.859999895,4,6,Shipping canceled
New South Wales,Fan Shop,Toys,11.53999996,0.230000004,1,11.31000042,5.090000153,4,5,Late delivery
New South Wales,Fan Shop,Toys,11.53999996,0.349999994,1,11.18999958,3.920000076,2,4,Late delivery
Victoria,Fan Shop,Toys,11.53999996,0.460000008,1,11.07999992,4.019999981,1,2,Late delivery
Western Australia,Fan Shop,Toys,11.53999996,1.149999976,1,10.39000034,-25.96999931,4,3,Advance shipping
Western Australia,Fan Shop,Toys,11.53999996,1.379999995,1,10.15999985,4.8699998859999996,4,2,Advance shipping
Western Australia,Fan Shop,Toys,11.53999996,1.5,1,10.03999996,4.519999981,4,6,Late delivery
Queensland,Fan Shop,Toys,11.53999996,0,1,11.53999996,3.2300000190000002,2,4,Shipping canceled
Queensland,Fan Shop,Toys,11.53999996,0.119999997,1,11.42000008,5.139999866,4,3,Advance shipping
Queensland,Fan Shop,Toys,11.53999996,0.230000004,1,11.31000042,5.090000153,2,2,Shipping on time
Western Australia,Fan Shop,Toys,11.53999996,2.079999924,1,9.460000038,4.5399999619999996,2,4,Late delivery
Western Australia,Fan Shop,Toys,11.53999996,2.3099999429999998,1,9.229999542,-1.5,2,3,Late delivery
Western Australia,Fan Shop,Toys,11.53999996,2.890000105,1,8.659999847,2.930000067,4,2,Advance shipping
Western Australia,Fan Shop,Toys,11.53999996,0,1,11.53999996,2.890000105,4,6,Late delivery
South Australia,Fan Shop,Toys,11.53999996,1.039999962,1,10.5,0.920000017,0,0,Shipping on time
South Australia,Fan Shop,Toys,11.53999996,1.149999976,1,10.39000034,4.8800001140000004,0,0,Shipping on time
South Australia,Fan Shop,Toys,11.53999996,1.379999995,1,10.15999985,4.8699998859999996,4,6,Late delivery
Victoria,Fan Shop,Toys,11.53999996,2.079999924,1,9.460000038,0,4,6,Late delivery
South Australia,Fan Shop,Toys,11.53999996,1.960000038,1,9.5799999239999991,2.589999914,4,4,Shipping on time
Queensland,Fan Shop,Toys,11.53999996,2.079999924,1,9.460000038,3.3099999429999998,4,3,Advance shipping
Queensland,Fan Shop,Toys,11.53999996,2.890000105,1,8.659999847,1.409999967,4,6,Late delivery
Western Australia,Fan Shop,Toys,11.53999996,1.730000019,1,9.81000042,3.5599999429999998,2,3,Late delivery
Western Australia,Fan Shop,Toys,11.53999996,1.850000024,1,9.68999958,-1.940000057,2,2,Shipping on time
Victoria,Fan Shop,Toys,11.53999996,0,1,11.53999996,-4.6199998859999996,1,2,Late delivery
Victoria,Fan Shop,Toys,11.53999996,0.119999997,1,11.42000008,-2.279999971,1,2,Late delivery
Victoria,Fan Shop,Toys,11.53999996,0.230000004,1,11.31000042,0.790000021,2,5,Shipping canceled
Victoria,Fan Shop,Toys,11.53999996,0.349999994,1,11.18999958,3.130000114,1,2,Late delivery
Queensland,Fan Shop,Toys,11.53999996,0.460000008,1,11.07999992,3.0999999049999998,1,2,Late delivery
Queensland,Fan Shop,Toys,11.53999996,0.579999983,1,10.96000004,5.260000229,1,2,Late delivery
Queensland,Fan Shop,Toys,11.53999996,0.629999995,1,10.90999985,5.230000019,4,6,Late delivery
Queensland,Fan Shop,Toys,11.53999996,2.890000105,1,8.659999847,2.50999999,4,5,Late delivery
Western Australia,Fan Shop,Toys,11.53999996,0,1,11.53999996,5.769999981,4,4,Shipping on time
Western Australia,Fan Shop,Toys,11.53999996,0.119999997,1,11.42000008,4.28000021,4,3,Shipping canceled
Australian Capital Territory,Fan Shop,Toys,11.53999996,0.349999994,1,11.18999958,2.910000086,4,3,Advance shipping
Australian Capital Territory,Fan Shop,Toys,11.53999996,0.460000008,1,11.07999992,5.2100000380000004,4,2,Advance shipping
Australian Capital Territory,Fan Shop,Toys,11.53999996,0.579999983,1,10.96000004,5.150000095,4,6,Late delivery
Australian Capital Territory,Fan Shop,Toys,11.53999996,0.629999995,1,10.90999985,4.909999847,4,5,Late delivery
Australian Capital Territory,Fan Shop,Toys,11.53999996,0.810000002,1,10.72999954,1.179999948,4,4,Shipping on time
Victoria,Fan Shop,Toys,11.53999996,1.5,1,10.03999996,-24.60000038,4,5,Late delivery
New South Wales,Fan Shop,Toys,11.53999996,0.579999983,1,10.96000004,0.219999999,1,2,Late delivery
New South Wales,Fan Shop,Toys,11.53999996,0.629999995,1,10.90999985,0.109999999,1,2,Late delivery
Queensland,Fan Shop,Toys,11.53999996,0.810000002,1,10.72999954,5.0399999619999996,1,2,Late delivery
Queensland,Fan Shop,Toys,11.53999996,1.039999962,1,10.5,5.25,1,2,Late delivery
Queensland,Fan Shop,Toys,11.53999996,1.149999976,1,10.39000034,0.779999971,4,3,Advance shipping
Queensland,Fan Shop,Toys,11.53999996,1.379999995,1,10.15999985,4.980000019,4,2,Advance shipping
Queensland,Fan Shop,Toys,11.53999996,1.5,1,10.03999996,5.019999981,4,6,Late delivery
New South Wales,Fan Shop,Toys,11.53999996,1.960000038,1,9.5799999239999991,0.959999979,4,3,Advance shipping
New South Wales,Fan Shop,Toys,11.53999996,2.079999924,1,9.460000038,3.200000048,4,2,Advance shipping
Queensland,Fan Shop,Toys,11.53999996,0.230000004,1,11.31000042,2.829999924,4,2,Advance shipping
Queensland,Fan Shop,Toys,11.53999996,0.349999994,1,11.18999958,5.260000229,2,6,Late delivery
Queensland,Fan Shop,Toys,11.53999996,0.460000008,1,11.07999992,3.880000114,2,5,Late delivery
Queensland,Fan Shop,Toys,11.53999996,0.579999983,1,10.96000004,2.8499999049999998,2,4,Late delivery
New South Wales,Fan Shop,Toys,11.53999996,2.890000105,1,8.659999847,3.029999971,1,2,Late delivery
Victoria,Fan Shop,Toys,11.53999996,0.349999994,1,11.18999958,-8.960000038,2,2,Shipping on time
Victoria,Fan Shop,Toys,11.53999996,1.379999995,1,10.15999985,0.889999986,4,5,Late delivery
Victoria,Fan Shop,Toys,11.53999996,0.579999983,1,10.96000004,2.410000086,2,2,Shipping on time
New South Wales,Fan Shop,Toys,11.53999996,0.629999995,1,10.90999985,-17.450000760000002,4,6,Late delivery
New South Wales,Fan Shop,Toys,11.53999996,0.810000002,1,10.72999954,-8.319999695,2,5,Late delivery
South Australia,Fan Shop,Toys,11.53999996,0.579999983,1,10.96000004,0.680000007,1,2,Late delivery
South Australia,Fan Shop,Toys,11.53999996,0.629999995,1,10.90999985,0.270000011,1,2,Late delivery
South Australia,Fan Shop,Toys,11.53999996,0.810000002,1,10.72999954,-2.680000067,4,2,Advance shipping
Australian Capital Territory,Fan Shop,Toys,11.53999996,1.149999976,1,10.39000034,1.169999957,4,5,Late delivery
Australian Capital Territory,Fan Shop,Toys,11.53999996,1.379999995,1,10.15999985,-1.779999971,2,4,Late delivery
Queensland,Fan Shop,Toys,11.53999996,1.5,1,10.03999996,1.50999999,4,3,Advance shipping
Victoria,Fan Shop,Toys,11.53999996,0.579999983,1,10.96000004,3.289999962,0,0,Shipping on time
South Australia,Fan Shop,Toys,11.53999996,1.960000038,1,9.5799999239999991,-2.869999886,4,2,Advance shipping
South Australia,Fan Shop,Toys,11.53999996,2.079999924,1,9.460000038,2.549999952,4,6,Late delivery
New South Wales,Fan Shop,Toys,11.53999996,2.890000105,1,8.659999847,2.50999999,2,4,Late delivery
New South Wales,Fan Shop,Toys,11.53999996,0,1,11.53999996,1.5,4,3,Advance shipping
New South Wales,Fan Shop,Toys,11.53999996,0.119999997,1,11.42000008,4,2,2,Shipping on time
South Australia,Fan Shop,Toys,11.53999996,0.230000004,1,11.31000042,4.110000134,4,6,Late delivery
South Australia,Fan Shop,Toys,11.53999996,0.349999994,1,11.18999958,2.0999999049999998,2,5,Late delivery
South Australia,Fan Shop,Toys,11.53999996,0.460000008,1,11.07999992,4.8699998859999996,4,4,Shipping on time
South Australia,Fan Shop,Toys,11.53999996,0.579999983,1,10.96000004,5.3699998859999996,4,3,Advance shipping
South Australia,Fan Shop,Toys,11.53999996,0.629999995,1,10.90999985,4.909999847,4,2,Advance shipping
South Australia,Fan Shop,Toys,11.53999996,0.810000002,1,10.72999954,1.340000033,1,2,Late delivery
South Australia,Fan Shop,Toys,11.53999996,1.039999962,1,10.5,5.150000095,1,2,Late delivery
New South Wales,Fan Shop,Toys,11.53999996,1.149999976,1,10.39000034,3.119999886,1,2,Late delivery
New South Wales,Fan Shop,Toys,11.53999996,1.379999995,1,10.15999985,-1.269999981,4,3,Advance shipping
Victoria,Fan Shop,Toys,11.53999996,2.079999924,1,9.460000038,0.949999988,4,3,Advance shipping
Victoria,Fan Shop,Toys,11.53999996,2.3099999429999998,1,9.229999542,3.2300000190000002,4,2,Shipping canceled
Australian Capital Territory,Fan Shop,Toys,11.53999996,2.890000105,1,8.659999847,4.070000172,1,2,Late delivery
Australian Capital Territory,Fan Shop,Toys,11.53999996,0,1,11.53999996,4.190000057,1,2,Shipping canceled
Australian Capital Territory,Fan Shop,Toys,11.53999996,0.119999997,1,11.42000008,2.569999933,1,2,Late delivery
Australian Capital Territory,Fan Shop,Toys,11.53999996,0.230000004,1,11.31000042,1.279999971,1,2,Late delivery
Australian Capital Territory,Fan Shop,Toys,11.53999996,0.349999994,1,11.18999958,1.25999999,1,2,Late delivery
Australian Capital Territory,Fan Shop,Toys,11.53999996,0.460000008,1,11.07999992,-14.77000046,0,1,Late delivery
Queensland,Footwear,Nike Men's Free 5.0+ Running Shoe,99.98999786,16.5,3,283.4700012,119.0599976,4,6,Late delivery
Australian Capital Territory,Footwear,Under Armour Women's Micro G Skulpt Running S,54.97000122,21.44000053,3,143.4700012,71.73999786,4,6,Late delivery
New South Wales,Footwear,Nike Men's Free 5.0+ Running Shoe,99.98999786,50.99000168,3,248.9799957,119.5100021,4,2,Advance shipping
New South Wales,Apparel,Perfect Fitness Perfect Rip Deck,59.99000168,0,3,179.9700012,30.59000015,4,5,Late delivery
Australian Capital Territory,Apparel,Perfect Fitness Perfect Rip Deck,59.99000168,5.400000095,3,174.5700073,-32.47000122,4,4,Shipping on time
New South Wales,Golf,Nike Men's Dri-FIT Victory Golf Polo,50,1.5,3,148.5,37.13000107,4,6,Late delivery
New South Wales,Golf,Nike Men's Dri-FIT Victory Golf Polo,50,3,3,147,42.63000107,4,4,Shipping on time
Victoria,Golf,Nike Men's Dri-FIT Victory Golf Polo,50,3,3,147,42.63000107,4,6,Late delivery
Tasmania,Golf,Nike Men's Dri-FIT Victory Golf Polo,50,7.5,3,142.5,64.12999725,4,5,Late delivery
Victoria,Golf,TYR Boys' Team Digi Jammer,39.99000168,6.599999905,3,113.3700027,12.81000042,4,3,Advance shipping
Queensland,Golf,Nike Men's Dri-FIT Victory Golf Polo,50,10.5,3,139.5,43.65999985,4,5,Late delivery
Victoria,Golf,Nike Men's Dri-FIT Victory Golf Polo,50,18,3,132,35.63999939,4,6,Late delivery
Queensland,Golf,Nike Men's Dri-FIT Victory Golf Polo,50,19.5,3,130.5,48.93999863,4,3,Advance shipping
Victoria,Golf,Nike Men's Dri-FIT Victory Golf Polo,50,22.5,3,127.5,53.54999924,4,5,Late delivery
Australian Capital Territory,Golf,Nike Men's Dri-FIT Victory Golf Polo,50,37.5,3,112.5,49.5,4,6,Late delivery
Queensland,Golf,Nike Men's Dri-FIT Victory Golf Polo,50,37.5,3,112.5,40.5,4,2,Advance shipping
Victoria,Outdoors,Titleist Pro V1x Golf Balls,47.99000168,4.320000172,3,139.6499939,12.28999996,4,6,Late delivery
Western Australia,Outdoors,Team Golf Texas Longhorns Putter Grip,24.98999977,14.98999977,3,59.97999954,6,4,5,Late delivery
Western Australia,Footwear,Nike Men's Free 5.0+ Running Shoe,99.98999786,30,3,269.9700012,20.25,4,6,Late delivery
New South Wales,Footwear,Nike Men's Free 5.0+ Running Shoe,99.98999786,53.99000168,3,245.9799957,21.64999962,4,2,Advance shipping
Victoria,Golf,Nike Men's Dri-FIT Victory Golf Polo,50,25.5,3,124.5,42.33000183,4,2,Advance shipping
New South Wales,Footwear,Nike Men's Free 5.0+ Running Shoe,99.98999786,12,4,387.9599915,190.1000061,4,6,Late delivery
Western Australia,Footwear,Nike Men's Free 5.0+ Running Shoe,99.98999786,28,4,371.9599915,-272.6499939,4,5,Late delivery
Queensland,Footwear,Nike Men's Free 5.0+ Running Shoe,99.98999786,28,4,371.9599915,92.98999786,4,5,Late delivery
Tasmania,Footwear,Nike Men's Free 5.0+ Running Shoe,99.98999786,40,4,359.9599915,116.9899979,4,5,Late delivery
Queensland,Footwear,Nike Men's Free 5.0+ Running Shoe,99.98999786,99.98999786,4,299.9700012,101.9899979,4,4,Shipping on time
Tasmania,Apparel,Perfect Fitness Perfect Rip Deck,59.99000168,0,4,239.9600067,15.11999989,4,5,Late delivery
New South Wales,Apparel,Perfect Fitness Perfect Rip Deck,59.99000168,2.4000000950000002,4,237.5599976,66.51999664,4,5,Late delivery
Tasmania,Apparel,Perfect Fitness Perfect Rip Deck,59.99000168,16.799999239999998,4,223.1600037,7.360000134,4,4,Shipping on time
New South Wales,Apparel,Perfect Fitness Perfect Rip Deck,59.99000168,28.799999239999998,4,211.1600037,34.41999817,4,4,Shipping on time
Queensland,Apparel,Perfect Fitness Perfect Rip Deck,59.99000168,35.99000168,4,203.9700012,-45.88999939,4,6,Late delivery
Victoria,Apparel,Perfect Fitness Perfect Rip Deck,59.99000168,35.99000168,4,203.9700012,-14.47999954,4,2,Advance shipping
Western Australia,Apparel,Perfect Fitness Perfect Rip Deck,59.99000168,43.18999863,4,196.7700043,96.41999817,4,2,Advance shipping
